PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Primary % CPE Inhibition @ 20 uM (Rep 1),Primary % CPE Inhibition @ 20 uM (Rep 2)
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_UNIT,,,,,,,,PERCENT,PERCENT
190,22404201,2186870,CC1=CC=CC=C1C(=O)NCCCC2=CC=CC=C2,Inactive,0,,,0,0
191,22404202,2186879,CC1=CC=C(C=C1)OCCC(=O)NC2=CC(=C(C=C2)F)F,Inactive,0,,,0,0
192,22403510,883858,CC1=C(C=CC(=C1)OCC(=O)NC(C)(C)C)Cl,Inactive,0,,,0,0.19
193,22403193,2903381,C1CN(CCC1C(=O)NCCC2=CC=CC=C2)CC3=CC=CC=C3F.C(=O)(C(=O)O)O,Inactive,1,,,1.59,1.06
194,22403139,2903459,CCN(CC1=CC=CC=C1)C(=O)C2CCN(CC2)CC3=C(C=CS3)C.C(=O)(C(=O)O)O,Inactive,0,,,0.8,0
195,22404389,5731006,CCN(CC1=CC=CC=C1)C(=O)C2CCN(CC2)C/C(=C/C3=CC=CC=C3)/C.C(=O)(C(=O)O)O,Inactive,0,,,0,0
196,22403777,2903514,CCCCN(CC1=CC=CC=C1)C(=O)C2CCN(CC2)CC3=C(C=CS3)C.C(=O)(C(=O)O)O,Inactive,0,,,0,0
197,22403130,2903597,CCOC(=O)N1CCN(CC1)C(=O)C2CCN(CC2)CC3CCCCC3.C(=O)(C(=O)O)O,Inactive,0,,,0.13,0.15
198,22403315,884011,CC(C)CC(=O)NC(=S)NC1=CC=C(C=C1)NC(=O)C2=CC=CO2,Inactive,1,,,0.04,2.13
199,22403323,735678,CCC1=NC(=NN1)SCC2=CC=C(C=C2)[N+](=O)[O-],Inactive,1,,,0,3.34
200,22403321,1343745,CC(C)CC(=O)NC(=S)NC1=CC(=C(C=C1)NC(=O)C2=CC3=CC=CC=C3O2)OC,Inactive,0,,,0.04,0
201,17432550,1343954,C1=CC=C(C(=C1)C(=O)NC2=CC(=CC=C2)NC(=S)NC(=O)/C=C/C3=CC(=CC=C3)[N+](=O)[O-])Cl,Inactive,0,,,0,0
202,17432281,1345187,CC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCCC(=O)NC3=NC=CS3,Inactive,0,,,0,0.92
203,22404241,884723,CCCC(=O)NC(=S)NC1=CC=C(C=C1)C(=O)C,Inactive,0,,,0,0.94
204,22404227,135486244,COC1=CC=C(C=C1)C2=CC(=C(C(=O)O2)C(=O)C3=CC=C(C=C3)OC)O,Inactive,0,,,0,0
205,22404222,884930,COC1=C(C=CC(=C1)SC)C(=O)NCCC2=CC=CC=C2,Inactive,1,,,1.57,0
206,22404264,2905430,CC(COC)NC(=O)C(C)OC1=CC=CC=C1,Inactive,0,,,0,0
207,22404262,670729,CCOC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)N(C)C,Inactive,0,,,0.07,0
208,22404260,885052,C1CCN(C1)C2=CC=C(C=C2)NC(=S)NC(=O)/C=C/C3=CC=CO3,Inactive,1,,,2.46,1.27
209,22403550,693014,CCC1=NC(=NN1)SCC(=O)C2=CC(=CC=C2)[N+](=O)[O-],Inactive,1,,,0,2.67
210,17431923,1346506,C1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)NC(=S)NC(=O)/C=C/C3=CC(=CC=C3)[N+](=O)[O-],Inactive,2,,,5.39,5.46
211,22404333,885098,CC1=CC(=NC(=N1)NC(=O)C2=CC(=C(C=C2)OC)[N+](=O)[O-])C,Inactive,1,,,0,1.33
212,22404191,2905641,CN1CCN(CC1)C2=C(C=C(C=C2)C(=O)C3=CC=CC=C3)[N+](=O)[O-],Inactive,0,,,0,0
213,22404256,5731322,CC1=CC=C(C=C1)C(=O)/C=C\NC2=CC=CC(=C2)C(=O)C,Inactive,0,,,0.6,0
214,22403552,885183,COC1=CC=CC=C1NC(=S)NC(=O)/C=C/C2=CC=CO2,Inactive,0,,,0,0
215,22403825,885189,CCC(=O)NC1=CC=C(C=C1)NC(=S)NC(=O)CC,Inactive,0,,,0,0
216,22404187,2905787,CCCC(C)C(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])F,Inactive,0,,,0,0
217,22404181,885236,C1=CC=C(C(=C1)NC(=O)CC2=CC=C(C=C2)Br)Cl,Inactive,0,,,0,0
218,22404179,885237,CC(=O)N(C)C1=CC=C(C=C1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Inactive,0,,,0,0
219,22404330,1276206,C1CCN(C1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CC=C3[N+](=O)[O-],Inactive,0,,,0,0.27
220,22403153,693633,CCNC1=C(C=CC(=C1)S(=O)(=O)C(F)(F)F)N,Inactive,0,,,0,0.23
221,22403558,1634414,C=CCN1C(=O)/C(=C\C2=CC=C(O2)N3CCOCC3)/C(=O)NC1=S,Inactive,0,,,0,0
222,22403603,2906559,CN1CCN(CC1)C2=CC(=C(C=C2)[N+](=O)[O-])NCC3=CC=CO3,Inactive,2,,,4.48,0.28
223,22403351,836298,COCC(=O)NC1=CC(=C(C=C1OC)OC)Cl,Inactive,0,,,0.19,0
224,22403836,2906779,COCCCNC(=O)COC1=C(C=C(C=C1)Br)Cl,Inactive,0,,,0,0.44
225,22403901,2226693,C1=CC=C(C=C1)CC(=O)NC2=CC(=C(C=C2)NC(=O)C3=CC=CS3)Cl,Inactive,1,,,3.57,3.3
226,22403903,885672,COCC(=O)NC1=CC=C(C=C1)OCC2=CC=CC=C2,Inactive,0,,,0,0
227,22403255,2226796,CN(C)CCCNC(=O)COC1=C(C=C(C=C1)Br)Cl,Inactive,0,,,0,0.24
228,22403256,885708,COCC(=O)NC1=CC=CC=C1Br,Inactive,0,,,0.19,0
229,22403251,6410277,C=CCSC1=NC2=C(C3=CC=CC=C3NC(O2)C4=CC=CO4)N=N1,Inactive,1,,,3.1,0.08
230,22403249,885894,C1=CC=C(C=C1)CCCC(=O)NCC2=CC=C(C=C2)F,Inactive,2,,,0.34,4.33
231,22403831,885928,COC1=CC=CC=C1CNC(=O)CCCC2=CC=CC=C2,Inactive,0,,,0.38,0.32
232,22403235,885951,COC1=CC=C(C=C1)CNC(=O)CCCC2=CC=CC=C2,Inactive,0,,,0,0
233,22403904,1717914,CCCC(=O)NC1=CC2=C(C=C1)N(C3=CC=CC=C32)CC,Inactive,1,,,3.21,1.31
234,22416133,708832,CC1=NN(C=C1CNC(=O)C2=CC(=CC=C2)F)C,Inactive,1,,,0.1,1.96
235,22416070,2907640,CCOP(=O)(C1=CC=CC=C1)C(C2=CC=CC=C2)O,Inactive,0,,,0.47,0.72
236,22416072,2243952,C1COCCN1CCCNC(=S)NC2=CC(=C(C=C2)Cl)Cl,Inactive,0,,,0,0
237,22415860,2243953,COCCCNC(=S)NC(=O)C1=CC=CC=C1,Inactive,0,,,0,0
238,22416232,2907680,C1COCCN1CCNC(=S)NC2=CC=CC3=CC=CC=C32,Inactive,0,,,0,0.4
239,22416071,2907688,C1CC(OC1)CNC(=S)NC(=O)C2=CC=CS2,Inactive,0,,,0,0
240,22415881,2907730,CCOP(=O)(C(C1=C(C=C(C=C1)OC)OC)O)OCC,Inactive,0,,,0,0
241,22416065,886107,CC1=CC(=C(C=C1)C)NC(=S)C2=NC3=CC=CC=C3C=C2,Inactive,1,,,1.44,1.5
242,17432334,1337611,C1=CC=C2C(=C1)C=CC=C2NC(=O)CN3C=NC=C3C4=CC=C(C=C4)[N+](=O)[O-],Inactive,0,,,0,0
243,22416058,2244055,C1COCCN1CCCNC(=S)NC2=CC=C(C=C2)Cl,Inactive,0,,,0,0
244,22416052,886193,CC1=C(C=CC(=C1)CCCC(=O)NCC2=CC=CC=C2)OC,Inactive,0,,,0,0
245,22416098,2908324,CCOP(=O)(C(C1=C(C=CC(=C1)OC)OC)NC2=CC=CC=C2)OCC,Inactive,0,,,0,0
246,22415882,2908370,C1CSC(=O)C1NC(=S)NC(=O)C2=CC=CS2,Active,9,,,23.34,1.15
247,17431607,693371,COC1=CC=CC(=C1)C(=O)NC(=S)NCC2=CC=CO2,Inactive,0,,,0,0
248,22415873,626754,CC(C1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)[N+](=O)[O-])O,Inactive,0,,,0,0
249,22416095,2247869,COCCCNC(=S)NC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Inactive,0,,,0.41,0
250,22416085,671359,CCOC(=O)CSC1=NC=C(N1)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,0,0
251,22416090,886418,C1=CC=C2C(=C1)C=CC=C2NC(=S)NCC3=CC=CC=N3,Inactive,0,,,0,0
252,22416091,886422,CC1=CC=C(C=C1)C(=O)NC(=S)NCCN2CCOCC2,Inactive,0,,,0,0.7
253,22416092,2908711,CC(C)OP(=O)(C(C1=CC=CC=C1C(F)(F)F)NC2=CC=CC=C2)OC(C)C,Inactive,3,,,4.88,7.88
254,22416084,5732253,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)/C(=C\C3=CC=CO3)/NC(=O)C4=CC=CO4,Inactive,0,,,0,0
255,22416221,2908846,C1CC(OC1)CNC(=S)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-],Inactive,0,,,0,0
256,22416083,2908867,CC(C)COP(=O)(C(C1=C(C=C(C=C1)OC)OC)O)OCC(C)C,Inactive,0,,,0,0
257,22415919,5407902,CN1CCN(CC1)C(=O)/C(=C\C2=CC=CS2)/NC(=O)C3=CC=CO3,Inactive,0,,,0,0
258,22415898,1324089,C1COCCN1CCNC(=S)NC(=O)C2=CC=CC=C2Br,Inactive,1,,,1.35,0
259,17432813,2909272,C1CC(OC1)CNC(=S)NC(=O)C2=CC=CC=C2,Inactive,0,,,0,0
260,7977157,797333,CCC1=CC(=C(C=C1O)O)C(=O)CC2=CC=C(C=C2)F,Inactive,1,,,1.94,2.06
261,22415902,797339,C1COCCN1CCNC(=S)NC(=O)C2=CC=C(C=C2)F,Inactive,0,,,0,0
262,7976504,614732,CC1(C(OC(=O)C(C1=O)(C)C)C2=C(C=CC(=C2)Br)O)C,Inactive,1,,,3.22,2.72
263,22415851,2072960,COC(=O)C1=CC(=CC=C1)NC(=O)CCC2=CC=CC=C2,Inactive,0,,,0,0
264,22415967,797391,COC1=CC=CC(=C1)NC(=S)N2CCCC2,Inactive,1,,,1.39,0
265,17507020,2909384,CC1=CC=C(C=C1)S(=O)(=O)N(CC(CN2C=NC3=CC=CC=C32)O)C4=CC=C(C=C4)OC,Inactive,1,,,2.35,0
266,22416218,2252784,CC(C)CNC(=S)NC(=O)C1=CC=C(C=C1)F,Inactive,0,,,0,0.85
267,22415932,797425,C1=CC=C2C(=C1)C=CC=C2NC(=S)NCC3=CN=CC=C3,Inactive,0,,,0,0
268,17432811,1832584,CC1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CS2)/C(=O)NCCC3=CNC4=CC=CC=C43,Inactive,0,,,0,0
269,22416217,2252810,C1=CC=C(C=C1)C(=O)/C=C/NC2=C(C=C(C=C2)F)Br,Inactive,0,,,0,0
270,17432809,1632318,CC1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CO2)/C(=O)NCCC3=CNC4=CC=CC=C43,Inactive,0,,,0.34,0
271,17432808,797456,COC1=CC=CC(=C1)NC(=S)N2CCN(CC2)CC3=CC=CC=C3,Inactive,1,,,1.38,0.6
272,22415963,797467,CCOC1=CC=C(C=C1)/C=C/C(=O)NC2=CC=CC(=C2)C(=O)C,Inactive,1,,,0.94,3.15
273,22415962,797491,CCOC1=CC=C(C=C1)/C=C/C(=O)NCC2=CC=CC=C2,Inactive,0,,,0,0
274,17432871,2252839,CC1=CC(=CC=C1)NC(=O)CN2C(=O)/C(=C/C3=C(N(C(=C3)C)C)C)/SC2=O,Inactive,1,,,0.3,1.97
275,17432807,2909519,C1CC(OC1)C(=O)N2CCN(CC2)C(=S)NC3=CC=C(C=C3)Cl,Inactive,1,,,0.11,1.31
276,22415940,2909538,CC1CN(CC(O1)C)C(=S)NC(=O)C2CCCCC2,Inactive,0,,,0,0.18
277,22415937,797519,CC1=CC=CC=C1C(=O)NC(=S)NCCN2CCOCC2,Inactive,0,,,0.24,0.09
278,22415934,797524,CN(C)C1=CC=C(C=C1)C(=S)N2CCNCC2,Inactive,0,,,0,0
279,22415933,1235011,CCOC(=O)CC1=CSC(=N1)NC(=S)NC(=O)C2=CC=CC=C2Br,Inactive,1,,,2.02,0
280,22415939,5732751,C=CCOC(=O)/C(=C\C1=CC=CC=C1)/NC(=O)C2=CC=CO2,Inactive,1,,,3.09,0.45
281,22415935,797571,CC1=CC=CC=C1C(=O)NC(=S)NCCC2=CC=CC=C2,Inactive,1,,,1.28,0
282,17433285,797579,CCOC1=CC=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(F)(F)F,Inactive,0,,,0,0
283,22415854,1575637,C1COCCN1CCNC(=O)/C(=C\C2=CC=C(C=C2)Br)/NC(=O)C3=CC=CS3,Inactive,0,,,0.08,0.12
284,22415944,730071,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)CCC3=CC=CC=C3,Inactive,0,,,0,0
285,17433330,1328122,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC=C2)[N+](=O)[O-])S(=O)(=O)NC3=CC=CC=C3C,Inactive,2,,,0.34,4.4
286,22415947,1185998,CCOC1=CC=C(C=C1)/C=C/C(=O)NCCC2=CC(=C(C=C2)OC)OC,Inactive,0,,,0,0.13
287,17433335,804769,C1=CC(=C(C=C1NC(=O)C2=CC=NC=C2)[N+](=O)[O-])Cl,Inactive,0,,,0.73,0
288,17432874,2909794,C1CC(OC1)CNC(=S)NC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,0.41,0
289,22416215,844548,C1COCCN1C(=O)/C(=C\C2=CN=CC=C2)/NC(=O)C3=CC=CO3,Inactive,0,,,0,0.53
290,17503868,3145437,CC1=CC(=NN1CC(CN(C2=CC=CC=C2)S(=O)(=O)C3=CC4=CC=CC=C4C=C3)O)C,Inactive,0,,,0,0.17
291,22415952,805406,COC1=CC=C(C=C1)NC(=S)C2=CC=CC=C2,Inactive,0,,,0,0
292,22415953,2909852,CCOP(=O)(C1=CC=CC=C1)C(C2=CC=C(C=C2)F)O,Inactive,0,,,0,0.66
293,22415907,2909926,C1CC(OC1)C(=O)N2CCN(CC2)C(=S)NC3=CC=C(C=C3)F,Inactive,1,,,0,2.99
294,22415890,2910044,C1CC(OC1)CNC(=S)NC(=O)C2=C(C=C(C=C2)Cl)Cl,Inactive,0,,,0,0
295,22416141,2255019,CC1=CC=C(C=C1)C(=O)NC(=S)NCCCOC,Inactive,0,,,0,0
296,22415927,2255031,CC(C)CNC(=S)NC(=O)C1=CC=C(C=C1)Cl,Inactive,0,,,0.11,0
297,22415889,1581363,CCCCNC(=S)NC(=O)C1=CC=CC=C1Br,Inactive,0,,,0,0.95
298,22416265,1562744,CCCCOC(=O)NC1=CC=C(C=C1)N(C)C,Inactive,0,,,0,0.1
299,17504157,2910397,CC1=NC2=CC=CC=C2N1CC(CN(C3=CC=CC=C3OC)S(=O)(=O)C4=CC=CC=C4)O,Inactive,0,,,0,0
300,22416047,2910510,C1CC(OC1)C(=O)N2CCN(CC2)C(=S)NC3=CC=CC=C3,Inactive,0,,,0.32,0.26
301,22415769,2131824,CN(C)CCNC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)Cl)/NC(=O)C3=CC=CC=C3,Inactive,0,,,0,0
302,22404060,1334251,CC1=CC=C(O1)/C=C/2\C(=O)N(C(=O)N2)CC3=CC=C(C=C3)Br,Inactive,2,,,1.15,6.01
303,22415818,1772308,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)C(=O)OC,Inactive,0,,,0,0.74
304,17508001,1085893,C1=CC2=C(C(=C1)NC(=O)C3=CC(=C(C=C3C(=O)O)Cl)Cl)N=CC=C2,Inactive,0,,,0,0
305,22415778,5733327,CN(C)CCNC(=O)/C(=C/C1=CC=C(O1)C2=CC(=CC=C2)Cl)/NC(=O)C3=CC=CC=C3,Inactive,2,,,5.37,1.02
306,22415780,807000,CC(C)CC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC=CC=C2Cl,Inactive,0,,,0,0
307,22415774,1797632,CC(C)(C)C1=CC=C(C=C1)OCCNC(=S)NC(=O)C2=CN=CC=C2,Inactive,0,,,0,0
308,22404000,1217554,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2OC(=O)C3=CC=CC=C3Br,Inactive,1,,,0.88,2.81
309,17516125,5142185,C1CCC(C(C1)NS(=O)(=O)C2=CC=CC=C2)OC3=CC=CC=C3,Inactive,1,,,2.95,3.61
310,22403855,1011913,CC1=CC=C(C=C1)OC(=O)CCC(=O)NC2=CC=C(C=C2)Br,Inactive,0,,,0,0
311,22403994,1121188,CC(C)CC(=O)NC1=CC2=NN(N=C2C=C1)C3=CC=CC=C3,Inactive,0,,,0,0
312,22403991,2283739,CC(C)(C)SCCNC(=O)/C=C/C1=CC(=CC=C1)[N+](=O)[O-],Inactive,0,,,0,0
313,22404033,1121305,COC(=O)COC1=CC=CC=C1/C=C/2\C(=O)NC(=O)N2,Inactive,0,,,0,0
314,22403896,2913192,C1=CC2=NC=CN=C2C(=C1)NC3=CC=C(C=C3)F,Inactive,0,,,0,0
315,17507901,2913277,CN1C=NN=C1SC2C(C3=CC=CC4=C3C2=CC=C4)NS(=O)(=O)C5=CC=C(C=C5)Cl,Inactive,0,,,0.16,0.16
316,17508706,1012745,CC1=CC(=C(C(=C1)C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CS3)C,Inactive,1,,,2.14,1.14
317,22403853,1121535,C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,0,,,0,0
318,22403854,2913333,CC1=CC=C(C=C1)OC(=O)CCC(=O)NC(C)C2=CC=CC=C2,Inactive,1,,,0.49,3.36
319,17516456,1286149,COC1=CC=CC=C1NC(=O)CCC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Inactive,0,,,0,0
320,22404445,1121652,C1CCN(C1)C2=CC=C(C=C2)NC(=O)C3=CC4=CC=CC=C4C=C3,Inactive,0,,,0.42,0
321,17508117,2913537,CN1C=NN=C1SC2C(C3=CC=CC4=C3C2=CC=C4)NS(=O)(=O)C5=CC=CC=C5,Inactive,0,,,0.2,0.77
322,22403771,675055,C1=CC=C(C=C1)COC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3F,Inactive,0,,,0,0
323,22403768,2913920,CC(CC(=O)NCCCOC)C1=CC=CC=C1,Inactive,0,,,0,0
324,22404408,1564913,CC1=CC=C(C=C1)OCCCC(=O)NC2=CC=CC(=C2)C(=O)C,Inactive,0,,,0,0
325,22404411,1951413,CC(C)C1=CC=C(C=C1)OCC(=O)NCCO,Inactive,1,,,0.1,1.86
326,22403884,1122207,COC1=CC(=NC(=N1)NC(=S)NC(=O)C2=CC=CC=C2)OC,Inactive,0,,,0.59,0
327,22403794,1122223,C1=CC=C(C(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)F)Cl,Inactive,0,,,0,0
328,22404413,2914298,CC(CCC1=CC=CC=C1)NC(=O)CC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,0,0
329,22403894,2914308,COCCCNC(=O)C(=O)NC1CCCCCC1,Inactive,0,,,0.47,0
330,22403876,3320469,CC(CC(=O)NC1=CC=C(C=C1)C(=O)N)C2=CC=CC=C2,Inactive,0,,,0,0
331,22403877,1320084,CC(C)(C)C1=NN=C(S1)NC(=O)C2=CC(=C(C=C2[N+](=O)[O-])OC)OC,Inactive,0,,,0,0
332,22403880,1320100,CC(=O)C1=CC=C(C=C1)NC(=O)/C=C/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0,,,0.32,0
333,22412182,1041330,CS(=O)(=O)N(CC1=CC=CC=C1Cl)C2=CC=C(C=C2)C(=O)NCC3=CC=CC=N3,Inactive,0,,,0,0
334,22416981,1564936,CCC1=CC=C(C=C1)OCCCC(=O)NCC2=CC=CC=C2,Inactive,1,,,0,1.63
335,22403875,1003225,CC1=CC(=C(N1C2=CN=CC=C2)C)/C=C/3\C(=O)NC(=S)N(C3=O)CC=C,Inactive,1,,,2.46,0
336,22404456,705044,CCOC(=O)COC1=CC=CC=C1/C=C/2\C(=O)NC(=O)N2,Inactive,0,,,0,1.15
337,22403861,807677,COC(=O)C1=CC=C(C=C1)NC(=O)CSC2=CC=CC=C2,Inactive,0,,,0,0.75
338,22403874,2287752,CC(C)(C)SCCNC(=O)/C=C/C1=CC=C(C=C1)F,Inactive,0,,,0.2,0
339,22403220,2915013,CC1=C(C=CC(=C1)[N+](=O)[O-])NC(=O)CC2=CC=C(C=C2)F,Inactive,0,,,0.6,0
340,22416608,590730,CCC1=CC=C(C=C1)C(C)NC(=O)C2=NC=NN2,Inactive,0,,,0,0
341,22416925,2790654,CC(C1=CC=CC=C1)NC(=O)CCCOC2=CC=C(C=C2)Cl,Inactive,0,,,0,0
342,22416935,2288093,COC1=C(C=C(C(=C1)C(=O)NCCC2=CC=C(C=C2)F)[N+](=O)[O-])OC,Inactive,0,,,0,0.22
343,22416945,2915336,CC1=C(C=CC(=C1)[N+](=O)[O-])NC(=O)COC,Inactive,1,,,0.61,1.69
344,22417008,2915585,C1CCN(C1)CC#CC(C2=CC=CC=C2)(C3=CC(=CC=C3)F)O,Inactive,0,,,0.69,0
345,22417009,2915590,CN1CCN(CC1)C2=C(C=CC(=C2)N3CCNCC3)[N+](=O)[O-],Inactive,0,,,0,0
346,22416711,2790788,CC1=CC(=C2C(=C1)C(=CC(=N2)C)NC3=CC=CC(=C3)C(=O)C)C.Cl,Inactive,0,,,0,0
347,22416996,797725,CC1=CSC(=N1)NC(=O)/C=C/C2=CC3=C(C=C2)OCO3,Inactive,0,,,0,0
348,22417002,1321408,CC(C)(C)C1=NN=C(S1)NC(=O)/C=C/C2=CC(=C(C(=C2)OC)OC)OC,Inactive,1,,,3.56,0
349,22416701,2289671,COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)CCCOC2=CC=CC=C2,Inactive,0,,,0.41,1.14
350,22416970,1321643,CN1C(=C(C(=O)N(C1=O)C)C=NC2=CC=CC=C2SC3=CC=CC=C3)O,Inactive,0,,,0,0
351,22403895,798434,CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=C(C(=CC=C2)[N+](=O)[O-])C,Inactive,0,,,0,0
352,22404322,2164035,CCCCOCCCNC(=O)C1=CC(=C(C=C1)[N+](=O)[O-])C,Inactive,0,,,0,0
353,22403822,1565312,CC1=CC(=CC=C1)OCCCC(=O)NC2=CC=C(C=C2)N(C)C,Inactive,1,,,0.02,1.3
354,22404320,5734113,CC(C)CC(C(=O)OC)NC(=O)/C=C/C1=CC=CC=C1Cl,Inactive,0,,,0,0
355,22404459,2721335,C1=CC=C(C=C1)SCCNC(=S)NC(=O)C2=CN=CC=C2,Inactive,0,,,0,0
356,22403738,2916380,CCOC(=O)C(=O)NC(C)CCC1=CC=CC=C1,Inactive,1,,,0,1.74
357,22404350,2916505,C1=CC(=C(C=C1[N+](=O)[O-])C(F)(F)F)NCCCO,Inactive,0,,,0,0.48
358,22404461,798804,CCC(=O)NC1=CC=C(C=C1)NC(=O)/C=C/C2=CC=C(C=C2)Cl,Active,11,,,16.53,26.75
359,22404065,1048276,C1COC2=C(O1)C=CC(=C2)NC(=S)NC(=O)C3=CC(=CC=C3)Br,Inactive,0,,,0,0
360,22414367,1234955,COC1=CC(=C(C=C1)OC)NC(=O)C2=C(SC3=C2CCCCC3)NC(=O)CCC(=O)O,Inactive,0,,,0,0
361,22404272,2916741,CC(C1=CC=CC=C1)NC(=O)CCCC2=CC=C(C=C2)OC,Inactive,0,,,0,0
362,22404347,838514,COC1=CC=C(C=C1)CCCC(=O)NC2=CC=C(C=C2)F,Inactive,0,,,0,0
363,22404311,799130,CCOC1=C(C=C(C=C1)C(=O)NC(=S)NC2CCCC2)[N+](=O)[O-],Inactive,0,,,0,0
364,22403731,2291210,COC1=CC=CC=C1NC(=O)C(=O)NCC2=CC=CC=C2Cl,Inactive,0,,,0.88,0
365,22404427,2916909,C1=CC=C2C(=C1)C(=C(O2)C(=O)C3=CC=C(C=C3)Br)N,Inactive,2,,,0,4.27
366,22404268,593634,CCOC(=O)C1CCN(CC1)C(=O)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,0,0.67
367,22413792,833874,C1CCC(C1)NC(=S)NC(=O)C2=CC=CC=C2Br,Inactive,0,,,0,0.22
368,22415968,838522,COC1=CC=C(C=C1)CCCC(=O)NC2=CC=CC=C2F,Inactive,0,,,0,0
369,22415956,2790404,CC1=CC(=C(C=C1)NC(=O)C2=CC(=CN=C2)Br)[N+](=O)[O-],Inactive,1,,,0.98,1.56
370,22415957,2291672,CC1=CC(=C(C(=C1)C)NC(=O)C(=O)NC)C,Inactive,0,,,0.26,0
371,17432710,739314,CC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,0,0
372,17508954,739322,C/C(=C/C(=O)N1CCN(CC1)C)/C(=O)O,Inactive,1,,,1.44,0
373,17508638,38333,COC1=CC2=C(C=C1)NC(=O)C2=O,Inactive,0,,,0.08,0
374,22405355,748219,C1=CC=C(C=C1)CNC2=CC(=NC(=N2)NCC3=CC=CC=C3)F,Inactive,0,,,0,0
375,17507641,2267325,CC1=CC(=NC(=N1)SC2=NC(=NC(=N2)NC3=CC=CC=C3)SC4=NC(=CC(=N4)C)C)C,Inactive,2,,,2.18,3.86
376,17511618,12005539,C1=CC=C(C=C1)/C=C/2\C(=O)N(C(=O)S2)CC(CN3C4=CC=CC=C4C5=CC=CC=C53)O,Active,10,,,8.24,24.09
377,22406408,2343158,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=NC3=C(S2)CCC4=CC=CC=C43,Inactive,0,,,0.08,0
378,22401553,3331820,C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=NC=C(S3)S(=O)(=O)C4=CC=C(C=C4)[N+](=O)[O-],Inactive,2,,,5.34,5.42
379,22413109,5343920,COC1=C(C=CC(=C1)/C=C/2\C(=O)N(C(=S)S2)C3=CC=CC=C3)OC4=NC(=NC(=N4)N5CCOCC5)N6CCOCC6,Inactive,1,,,1.21,1.27
380,17432687,1258567,COC1=CC=C(C=C1)C2=CC(=NC(=C2C#N)SCC(=O)NC3=NC=CS3)C4=CC=CC=C4,Inactive,3,,,4.52,7.64
381,22416107,623089,C1=CC=C2C(=C1)C(=C(O2)C(=O)C3=CC=C(C=C3)Cl)N,Inactive,2,,,4.52,1.84
382,17508764,3134068,C=CCN(CC=C)C(=O)CN1C=NC(=N1)[N+](=O)[O-],Inactive,1,,,1.41,0.29
383,17512659,1972140,COC1=CC=C(C=C1)C2=C(C(=NC3=C2C(=C(S3)C(=O)C4=CC=CC=C4)N)N)C#N,Inactive,3,,,5.34,7.55
384,17514918,4064212,C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)NC3=CC=CC(=C3)C4=NC5=CC=CC=C5S4,Inactive,2,,,3.82,2.99
385,22414700,15945805,CCOC(=O)N1CCN(CC1)CC(COC2=C(C=CC=C2C)C)O.Cl,Inactive,0,,,0,0
