PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Algorithm,Common/Unique,Wells Analyzed,Wells Removed,Sumrank,DIST,Low/High,Expectation,Daily Filter replicate 1,Daily Filter replicate 2,Daily Filter replicate 3,Daily Filter replicate 4,Daily Filter replicate 5,Daily Filter replicate 6,Reference Wells replicate 1,Reference Wells replicate 2,Reference Wells replicate 3,Reference Wells replicate 4,Reference Wells replicate 5,Reference Wells replicate 6,Valid Objects replicate 1,Valid Objects replicate 2,Valid Objects replicate 3,Valid Objects replicate 4,Valid Objects replicate 5,Valid Objects replicate 6,Predicted Target Gene
RESULT_TYPE,,,,,,,,STRING,STRING,INTEGER,INTEGER,INTEGER,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,PUBCHEM_NCBI_GENE_ID
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
1115,104181934,,,Inactive,,,DRSC02142,,,,,,,,,2.87,0.7,,,,,12.63,4.13,,,,,6451,6308,,,,,33949
1116,104181935,,,Inactive,,,DRSC02143,,,,,,,,,3.94,1.43,,,,,29,14.24,,,,,6217,6760,,,,,33947
1117,104181936,,,Inactive,,,DRSC02144,,,,,,,,,1.98,9.43,,,,,10.17,44.58,,,,,6016,2610,,,,,33941
1118,104181937,,,Inactive,,,DRSC02145,,,,,,,,,2.01,5.22,,,,,35.1,57.83,,,,,6730,6375,,,,,33941
1119,104181938,,,Inactive,,,DRSC02146,,,,,,,,,2.49,2.01,,,,,26.33,10.76,,,,,6394,6428,,,,,33940
1120,104181939,,,Inactive,,,DRSC02147,,,,,,,,,5.4,11.09,,,,,23.11,39.48,,,,,6004,5763,,,,,33938
1121,104181940,,,Inactive,,,DRSC02148,,,,,,,,,5.26,3.8,,,,,3.41,40,,,,,6728,6396,,,,,33937
1122,104181941,,,Inactive,,,DRSC02149,,,,,,,,,3.84,2.4,,,,,31.39,17.49,,,,,6821,6633,,,,,33927
1123,104181942,,,Inactive,,,DRSC02150,,,,,,,,,1.75,0.85,,,,,12.95,3.19,,,,,6565,6460,,,,,3346209
1124,104181943,,,Inactive,,,DRSC02151,,,,,,,,,24.22,36.91,,,,,40.01,57.67,,,,,5624,4777,,,,,35374
1125,104181944,,,Inactive,,,DRSC02152,,,,,,,,,22,6.07,,,,,18.11,27.16,,,,,3832,4795,,,,,35374
1126,104181945,,,Inactive,,,DRSC02153,,,,,,,,,22.63,15,,,,,31.52,31.22,,,,,5898,6002,,,,,47730
1127,104181946,,,Inactive,,,DRSC02154,,,,,,,,,21.32,16.85,,,,,31.09,27.7,,,,,5994,6328,,,,,34613
1128,104181947,,,Inactive,,,DRSC02155,,,,,,,,,7.96,3.58,,,,,6.21,15.85,,,,,6234,6824,,,,,35027
1129,104181949,,,Inactive,,,DRSC02157,,,,,,,,,17.87,10.7,,,,,26.89,19.56,,,,,6210,6513,,,,,34681
1130,104181950,,,Inactive,,,DRSC02158,,,,,,,,,15.2,20.99,,,,,24.3,39.17,,,,,5684,5264,,,,,34483
1131,104181951,,,Inactive,,,DRSC02159,,,,,,,,,5.94,10.66,,,,,73.74,98.67,,,,,5941,6222,,,,,34584
1132,104181952,,,Inactive,,,DRSC02160,,,,,,,,,15.99,13.88,,,,,19.94,22.44,,,,,6179,6187,,,,,34609
1133,104181953,,,Inactive,,,DRSC02161,,,,,,,,,12.68,7.3,,,,,20.18,13.86,,,,,6656,6533,,,,,34624
1134,104181954,,,Inactive,,,DRSC02162,,,,,,,,,4.92,5.77,,,,,29.66,29.28,,,,,5669,6687,,,,,34082
1135,104181955,,,Inactive,,,DRSC02163,,,,,,,,,8.13,4.53,,,,,39.09,19.36,,,,,6184,6496,,,,,34106
1136,104181956,,,Inactive,,,DRSC02164,,,,,,,,,5.49,6.58,,,,,49.09,32.97,,,,,6172,6432,,,,,33849
1137,104181957,,,Inactive,,,DRSC02165,,,,,,,,,6.28,7.79,,,,,77.13,98.98,,,,,6195,6351,,,,,44391
1138,104181958,,,Inactive,,,DRSC02166,,,,,,,,,22.96,6.13,,,,,100,99.71,,,,,5789,5937,,,,,34696
1139,104181959,,,Inactive,,,DRSC02167,,,,,,,,,5.33,8.38,,,,,97.91,57.27,,,,,6346,1814,,,,,34202
1140,104181960,,,Inactive,,,DRSC02168,,,,,,,,,2.66,2.67,,,,,20.59,14,,,,,6016,6965,,,,,34234
1141,104181961,,,Inactive,,,DRSC02169,,,,,,,,,2.93,0.8,,,,,26.5,13.89,,,,,6898,6391,,,,,4379890
1142,104181962,,,Inactive,,,DRSC02170,,,,,,,,,1.06,2.13,,,,,1.17,5.65,,,,,662,6724,,,,,"35284,50469"
1143,104181963,,,Inactive,,,DRSC02171,,,,,,,,,3.96,1.29,,,,,21.42,13.77,,,,,6111,6874,,,,,33797
1144,104181964,,,Inactive,,,DRSC02172,,,,,,,,,4.85,4.36,,,,,43.45,32.32,,,,,5983,6392,,,,,33766
1145,104181965,,,Active,2,,DRSC02173,DF,Unique,330,38,22,21,Low,0.0636364,0.52,0.98,,,,,14.75,15.54,,,,,6599,6827,,,,,34506
1146,104181966,,,Inactive,,,DRSC02174,,,,,,,,,,6.47,,,,,19.12,39.25,,,,,584,6595,,,,,34092
1147,104181967,,,Inactive,,,DRSC02175,,,,,,,,,13.45,19.7,,,,,90.94,95.23,,,,,6060,1787,,,,,34587
1148,104181968,,,Inactive,,,DRSC02176,,,,,,,,,3.94,3.68,,,,,3.46,13.54,,,,,5535,6577,,,,,50470
1149,104181969,,,Inactive,,,DRSC02177,,,,,,,,,2.74,0.85,,,,,2.37,3.51,,,,,6850,6464,,,,,35034
1150,104181970,,,Inactive,,,DRSC02178,,,,,,,,,1.35,3.26,,,,,1.43,8.46,,,,,6616,6541,,,,,35035
1151,104181971,,,Inactive,,,DRSC02179,,,,,,,,,5.47,14.16,,,,,6.7,22.41,,,,,3547,3361,,,,,35099
1152,104181972,,,Inactive,,,DRSC02180,,,,,,,,,8.57,1.72,,,,,53.81,5.01,,,,,6184,6858,,,,,34024
1153,104181973,,,Inactive,,,DRSC02181,,,,,,,,,10.7,16.53,,,,,9.58,52.69,,,,,5506,3975,,,,,35252
1154,104181974,,,Inactive,,,DRSC02182,,,,,,,,,4.22,3.53,,,,,2.51,11.83,,,,,6584,1078,,,,,35251
1155,104181975,,,Inactive,,,DRSC02183,,,,,,,,,4.87,3.27,,,,,4.43,5.05,,,,,6286,6521,,,,,35250
1156,104181976,,,Inactive,,,DRSC02184,,,,,,,,,10.23,5.32,,,,,7.88,20.17,,,,,2171,6198,,,,,35250
1157,104181977,,,Inactive,,,DRSC02185,,,,,,,,,5.73,2.3,,,,,5.25,8.69,,,,,1309,1394,,,,,35245
1158,104181978,,,Inactive,,,DRSC02186,,,,,,,,,12.56,2.84,,,,,9.57,12.42,,,,,5668,879,,,,,35244
1159,104181979,,,Inactive,,,DRSC02187,,,,,,,,,9.27,1.36,,,,,7.38,3.99,,,,,5362,6242,,,,,35230
1160,104181980,,,Inactive,,,DRSC02188,,,,,,,,,25.52,10.6,,,,,22.55,36.76,,,,,5490,6266,,,,,35229
1161,104181981,,,Inactive,,,DRSC02189,,,,,,,,,3.47,3.36,,,,,3.21,11.01,,,,,5958,6674,,,,,35219
1162,104181982,,,Inactive,,,DRSC02190,,,,,,,,,5.89,1.6,,,,,4.35,10.26,,,,,5964,6678,,,,,35208
1163,104181983,,,Inactive,,,DRSC02191,,,,,,,,,5.12,6.09,,,,,44.34,45.85,,,,,6186,6483,,,,,34179
1164,104181984,,,Inactive,,,DRSC02192,,,,,,,,,4.49,6.03,,,,,31.2,33.78,,,,,6163,6404,,,,,34180
1165,104181985,,,Inactive,,,DRSC02193,,,,,,,,,2.21,14.36,,,,,29.3,67.76,,,,,6235,4430,,,,,34185
1166,104181986,,,Inactive,,,DRSC02194,,,,,,,,,5.82,13.06,,,,,61.72,49.58,,,,,6616,6026,,,,,34187
1167,104181987,,,Inactive,,,DRSC02195,,,,,,,,,4.2,13.19,,,,,35.06,62.06,,,,,6245,5458,,,,,34188
1168,104181988,,,Inactive,,,DRSC02196,,,,,,,,,5.68,6.6,,,,,67.67,50.78,,,,,6641,6231,,,,,34181
1169,104181989,,,Inactive,,,DRSC02197,,,,,,,,,3.75,3.8,,,,,2.59,45.1,,,,,6941,6839,,,,,34182
1170,104181990,,,Inactive,,,DRSC02198,,,,,,,,,3.91,11,,,,,24.12,65.84,,,,,6495,5456,,,,,34183
1171,104181991,,,Inactive,,,DRSC02199,,,,,,,,,28.77,,,,,,98.08,10.28,,,,,4036,488,,,,,34184
1172,104181992,,,Inactive,,,DRSC02200,,,,,,,,,21.95,9.88,,,,,95.2,47.19,,,,,4392,2672,,,,,34186
1173,104181993,,,Inactive,,,DRSC02201,,,,,,,,,16.51,19.44,,,,,27.1,37.81,,,,,5907,6019,,,,,34221
1174,104181994,,,Inactive,,,DRSC02202,,,,,,,,,5.2,0.21,,,,,74.05,5.76,,,,,6792,482,,,,,34228
1175,104181995,,,Inactive,,,DRSC02203,,,,,,,,,1.35,2.18,,,,,8.25,12.85,,,,,6131,6753,,,,,34231
1176,104181996,,,Inactive,,,DRSC02204,,,,,,,,,1.1,2.04,,,,,11.91,14.09,,,,,6929,7596,,,,,34231
1177,104181997,,,Inactive,,,DRSC02205,,,,,,,,,1.3,1.75,,,,,7.88,11.04,,,,,6242,6530,,,,,34231
1178,104181998,,,Inactive,,,DRSC02206,,,,,,,,,4.68,2.64,,,,,44.15,18,,,,,5661,4888,,,,,34240
1179,104182000,,,Inactive,,,DRSC02208,,,,,,,,,2.18,8.37,6.05,5.86,,,13.25,69.64,2.9,71.89,,,6067,6162,6301,6754,,,34253
1180,104182001,,,Inactive,,,DRSC02209,,,,,,,,,4.28,16.69,,,,,53.44,87.19,,,,,5838,5016,,,,,5740840
1181,104182002,,,Inactive,,,DRSC02210,,,,,,,,,14.06,0.61,,,,,62.58,16.61,,,,,4424,654,,,,,2768929
1182,104182003,,,Inactive,,,DRSC02211,,,,,,,,,2.51,0.15,,,,,9.94,5.77,,,,,6252,679,,,,,34271
1183,104182004,,,Inactive,,,DRSC02212,,,,,,,,,12.83,3.45,,,,,26.68,1.65,,,,,1707,666,,,,,34272
1184,104182005,,,Inactive,,,DRSC02213,DF,Common,359,9,19,18,Low,0.0501393,2.17,2.21,,,,,3.15,3.36,,,,,6172,5970,,,,,34274
1185,104182006,,,Inactive,,,DRSC02214,,,,,,,,,6.13,4.84,,,,,3.19,60.3,,,,,6509,6709,,,,,34288
1186,104182007,,,Inactive,,,DRSC02215,,,,,,,,,7.28,5.83,,,,,90.51,83.06,,,,,6267,5985,,,,,34289
1187,104182008,,,Inactive,,,DRSC02216,,,,,,,,,4.68,5.97,,,,,76.94,67.09,,,,,6524,6531,,,,,34295
1188,104182009,,,Inactive,,,DRSC02217,,,,,,,,,2.85,1.94,,,,,53.7,65.2,,,,,6279,6497,,,,,34298
1189,104182010,,,Inactive,,,DRSC02218,,,,,,,,,8.19,1.81,,,,,12.68,3.42,,,,,6495,6230,,,,,"10178800,34300"
1190,104182011,,,Inactive,,,DRSC02219,,,,,,,,,2.25,5.65,,,,,19.04,40.72,,,,,6124,6899,,,,,34303
1191,104182012,,,Inactive,,,DRSC02220,,,,,,,,,10.75,27.81,,,,,17.7,47.91,,,,,6120,5828,,,,,34310
1192,104182013,,,Inactive,,,DRSC02221,,,,,,,,,7.22,2.92,,,,,64.02,42.24,,,,,6648,6861,,,,,34318
1193,104182014,,,Inactive,,,DRSC02222,,,,,,,,,5.33,5.66,,,,,74.1,93.12,,,,,6847,6642,,,,,34323
1194,104182015,,,Inactive,,,DRSC02223,,,,,,,,,1.57,3.27,,,,,18.09,42.66,,,,,6682,6853,,,,,34335
1195,104182016,,,Inactive,,,DRSC02224,,,,,,,,,2.71,3.19,,,,,54.94,64.46,,,,,6826,6699,,,,,4379890
1196,104182017,,,Inactive,,,DRSC02225,,,,,,,,,2.9,2.29,,,,,40.33,51.25,,,,,6579,6510,,,,,4379890
1197,104182018,,,Inactive,,,DRSC02226,,,,,,,,,5.16,6.55,,,,,67.19,79.72,,,,,6417,6288,,,,,50439
1198,104182020,,,Inactive,,,DRSC02228,,,,,,,,,11.64,24.62,,,,,19.22,58.37,,,,,6908,6331,,,,,34341
1199,104182021,,,Inactive,,,DRSC02229,,,,,,,,,1.06,1.45,,,,,14.49,16.49,,,,,6409,6540,,,,,34341
1200,104182022,,,Inactive,,,DRSC02230,,,,,,,,,5.01,4.61,,,,,76.32,54.25,,,,,6644,6978,,,,,34342
1201,104182023,,,Inactive,,,DRSC02231,,,,,,,,,2.32,3.92,,,,,47.22,67.18,,,,,6381,6559,,,,,10178904
1202,104182024,,,Inactive,,,DRSC02232,,,,,,,,,4.06,1.84,,,,,52.39,36.16,,,,,6773,6415,,,,,34345
1203,104182025,,,Inactive,,,DRSC02233,,,,,,,,,2.77,2.08,,,,,26.82,20.85,,,,,6759,6551,,,,,10178904
1204,104182026,,,Inactive,,,DRSC02234,,,,,,,,,5.27,4.41,,,,,88.65,49.72,,,,,6780,6736,,,,,34349
1205,104182027,,,Inactive,,,DRSC02235,,,,,,,,,1.27,4.31,,,,,22.32,67.59,,,,,6590,6665,,,,,34381
1206,104182028,,,Inactive,,,DRSC02236,,,,,,,,,2.89,4.75,,,,,18.25,46.13,,,,,6162,6236,,,,,34405
1207,104182029,,,Inactive,,,DRSC02237,,,,,,,,,14.36,16.26,,,,,99.24,99.92,,,,,6427,6382,,,,,34408
1208,104182030,,,Inactive,,,DRSC02238,,,,,,,,,11.38,8.47,,,,,68.93,67.08,,,,,6460,6148,,,,,5740879
1209,104182031,,,Inactive,,,DRSC02239,,,,,,,,,5.9,3.09,,,,,78.96,49.84,,,,,6168,6320,,,,,34434
1210,104182032,,,Inactive,,,DRSC02240,,,,,,,,,3.2,3.14,,,,,28.89,29.21,,,,,6316,6457,,,,,34438
1211,104182033,,,Inactive,,,DRSC02241,,,,,,,,,1.53,3.32,,,,,13.15,47.34,,,,,6260,6532,,,,,34444
1212,104182034,,,Inactive,,,DRSC02242,,,,,,,,,16.11,8.37,,,,,99.76,93.37,,,,,5424,5355,,,,,34453
1213,104182035,,,Inactive,,,DRSC02243,,,,,,,,,9.71,15.92,,,,,17.01,29.35,,,,,6467,6458,,,,,50456
1214,104182036,,,Inactive,,,DRSC02244,,,,,,,,,14.45,17.19,,,,,14.87,57.54,,,,,4007,4631,,,,,34959
1215,104182039,,,Inactive,,,DRSC02247,,,,,,,,,20.23,2.41,,,,,17.73,7.59,,,,,4093,6544,,,,,53513
1216,104182040,,,Inactive,,,DRSC02248,,,,,,,,,,1.73,,,,,,10.09,,,,,504,1214,,,,,53512
1217,104182041,,,Inactive,,,DRSC02249,,,,,,,,,6.41,5.47,,,,,5.35,14.48,,,,,6303,6413,,,,,35013
1218,104182042,,,Inactive,,,DRSC02250,,,,,,,,,12.58,9.43,,,,,24.07,19.15,,,,,6607,6246,,,,,44887
1219,104182043,,,Inactive,,,DRSC02251,,,,,,,,,9.77,17.93,,,,,8.1,41.73,,,,,5058,5132,,,,,35003
1220,104182044,,,Inactive,,,DRSC02252,,,,,,,,,3.22,3.58,,,,,2.88,8.53,,,,,6372,6344,,,,,35006
1221,104182045,,,Inactive,,,DRSC02253,,,,,,,,,4.62,1.37,,,,,4.22,4.29,,,,,6737,6505,,,,,35015
1222,104182046,,,Inactive,,,DRSC02254,,,,,,,,,8.03,3.83,,,,,7.04,12.46,,,,,5913,6872,,,,,35019
1223,104182047,,,Inactive,,,DRSC02255,,,,,,,,,7.71,3.73,,,,,6.56,8.01,,,,,5722,6413,,,,,35020
1224,104182048,,,Inactive,,,DRSC02256,,,,,,,,,10.79,2.27,,,,,10.08,7.7,,,,,1918,6923,,,,,35021
1225,104182049,,,Inactive,,,DRSC02257,,,,,,,,,2.59,3.69,,,,,16.03,17.35,,,,,6102,5525,,,,,49077
1226,104182050,,,Inactive,,,DRSC02258,,,,,,,,,4.74,3.58,,,,,34.81,20.74,,,,,6223,5925,,,,,34160
1227,104182051,,,Inactive,,,DRSC02259,,,,,,,,,4.42,1.4,,,,,27.53,16.63,,,,,6408,6082,,,,,34164
1228,104182052,,,Inactive,,,DRSC02260,,,,,,,,,3.25,3.66,,,,,22.26,21.19,,,,,6086,6610,,,,,34165
1229,104182053,,,Inactive,,,DRSC02261,,,,,,,,,3.54,4.06,,,,,47.08,31.05,,,,,5679,6011,,,,,34154
1230,104182054,,,Inactive,,,DRSC02262,,,,,,,,,2.61,2.96,,,,,20.19,13.64,,,,,5969,6420,,,,,34157
1231,104182055,,,Inactive,,,DRSC02263,,,,,,,,,4.93,4.52,,,,,40.4,31.18,,,,,5926,6266,,,,,34159
1232,104182056,,,Inactive,,,DRSC02264,,,,,,,,,4.13,15.17,,,,,34.15,88.64,,,,,6107,6098,,,,,"34161,10178852"
1233,104182057,,,Inactive,,,DRSC02265,,,,,,,,,4.63,5.72,,,,,53.37,56.36,,,,,5913,2607,,,,,"34161,10178852"
1234,104182058,,,Inactive,,,DRSC02266,,,,,,,,,7.28,1.4,,,,,58.17,7.02,,,,,6082,6562,,,,,50432
1235,104182059,,,Inactive,,,DRSC02267,,,,,,,,,1.34,3.47,,,,,7.17,20.33,,,,,6430,5931,,,,,46386
1236,104182060,,,Inactive,,,DRSC02268,,,,,,,,,2.87,5.26,,,,,19.82,41.52,,,,,6387,1540,,,,,34169
1237,104182061,,,Inactive,,,DRSC02269,,,,,,,,,1.52,2.75,,,,,6.34,14.59,,,,,6127,6736,,,,,33910
1238,104182062,,,Inactive,,,DRSC02270,,,,,,,,,1.46,1.54,,,,,10.59,4.18,,,,,5898,5719,,,,,33914
1239,104182063,,,Inactive,,,DRSC02271,,,,,,,,,8.84,3.79,,,,,61.16,33.98,,,,,5704,6517,,,,,33922
1240,104182064,,,Inactive,,,DRSC02272,,,,,,,,,2.85,5.07,,,,,49.87,75.99,,,,,6807,6076,,,,,33927
1241,104182065,,,Inactive,,,DRSC02273,,,,,,,,,7.7,1.44,,,,,52.26,10.88,,,,,5285,6713,,,,,33928
1242,104182067,,,Inactive,,,DRSC02275,,,,,,,,,5.14,0.56,,,,,42.08,3.4,,,,,5702,6730,,,,,33931
1243,104182068,,,Inactive,,,DRSC02276,,,,,,,,,3.87,0.52,,,,,38.64,2.84,,,,,5376,6192,,,,,318865
1244,104182069,,,Inactive,,,DRSC02277,,,,,,,,,1.5,0.78,,,,,24.8,6.41,,,,,5800,6893,,,,,33933
1245,104182070,,,Inactive,,,DRSC02278,,,,,,,,,6.99,31.55,,,,,50.07,97.04,,,,,1088,4942,,,,,33963
1246,104182071,,,Inactive,,,DRSC02279,,,,,,,,,2.55,14.11,,,,,15.06,97.52,,,,,6431,6171,,,,,33975
1247,104182072,,,Inactive,,,DRSC02280,,,,,,,,,6.01,2.64,,,,,36.14,37.08,,,,,2646,721,,,,,"33984,33984"
1248,104182073,,,Inactive,,,DRSC02281,,,,,,,,,5.93,2.11,,,,,31.07,6.53,,,,,6036,6263,,,,,45683
1249,104182074,,,Inactive,,,DRSC02282,,,,,,,,,9.64,24.38,,,,,56.03,93.99,,,,,1732,3684,,,,,50428
1250,104182075,,,Inactive,,,DRSC02283,,,,,,,,,3.48,,,,,,38.04,10.06,,,,,1722,431,,,,,33994
1251,104182076,,,Inactive,,,DRSC02284,,,,,,,,,,,,,,,13.38,7.25,,,,,548,527,,,,,33995
1252,104182077,,,Inactive,,,DRSC02285,,,,,,,,,5.01,9.44,,,,,36.73,50.26,,,,,1797,2584,,,,,33995
1253,104182078,,,Inactive,,,DRSC02286,,,,,,,,,15.23,3.18,,,,,94.96,27.62,,,,,5930,1037,,,,,33995
1254,104182080,,,Inactive,,,DRSC02288,,,,,,,,,4.73,11.12,,,,,39.49,91.74,,,,,6105,5753,,,,,
1255,104182081,,,Inactive,,,DRSC02289,,,,,,,,,2.53,13.1,,,,,16.55,73.49,,,,,5893,6062,,,,,34006
1256,104182082,,,Inactive,,,DRSC02290,,,,,,,,,3.5,6.63,,,,,22.54,74.83,,,,,6164,6445,,,,,117348
1257,104182083,,,Inactive,,,DRSC02291,,,,,,,,,2.89,4.47,,,,,18.37,21.78,,,,,6024,6312,,,,,117496
1258,104182084,,,Inactive,,,DRSC02292,,,,,,,,,5.08,6.93,,,,,40.36,59.76,,,,,5908,6323,,,,,117496
1259,104182085,,,Inactive,,,DRSC02293,,,,,,,,,4.05,7.21,7.42,12.2,,,27.47,43.18,4.33,97.55,,,6228,6640,5968,6067,,,34032
1260,104182086,,,Inactive,,,DRSC02294,,,,,,,,,2.48,6.08,,,,,14.36,32.37,,,,,6412,6337,,,,,34032
1261,104182087,,,Inactive,,,DRSC02295,,,,,,,,,4.41,18,,,,,30.23,95.33,,,,,6211,6156,,,,,34034
1262,104182088,,,Inactive,,,DRSC02296,,,,,,,,,8.41,3.34,,,,,46.55,16.58,,,,,2366,6502,,,,,34038
1263,104182089,,,Inactive,,,DRSC02297,,,,,,,,,5.34,3.78,,,,,37.97,23.68,,,,,6536,5950,,,,,34047
1264,104182090,,,Inactive,,,DRSC02298,,,,,,,,,12.18,0.8,,,,,95.28,15.41,,,,,6255,628,,,,,34048
1265,104182091,,,Inactive,,,DRSC02299,,,,,,,,,6.21,1.99,,,,,46.88,14.66,,,,,5864,6470,,,,,34049
1266,104182092,,,Inactive,,,DRSC02300,,,,,,,,,16.85,3.63,,,,,13.09,14.36,,,,,5704,6341,,,,,35271
1267,104182093,,,Inactive,,,DRSC02301,,,,,,,,,6.42,1.5,,,,,5.16,6.99,,,,,5572,6524,,,,,35277
1268,104182094,,,Inactive,,,DRSC02302,,,,,,,,,4.41,2.31,,,,,4.33,14.01,,,,,974,6624,,,,,35277
1269,104182096,,,Inactive,,,DRSC02304,,,,,,,,,11.26,2.83,,,,,7.26,9.41,,,,,5940,6331,,,,,35270
1270,104182097,,,Inactive,,,DRSC02305,DF,Common,286,82,565,8,High,0.027972,21.84,23.02,,,,,21.34,72.77,,,,,4555,5400,,,,,117461
1271,104182098,,,Inactive,,,DRSC02306,,,,,,,,,11.26,1.25,,,,,7.61,6,,,,,5285,960,,,,,35277
1272,104182099,,,Inactive,,,DRSC02307,,,,,,,,,15.12,2.77,,,,,13.8,12.17,,,,,5251,6026,,,,,35280
1273,104182100,,,Inactive,,,DRSC02308,,,,,,,,,7.8,4.24,,,,,7.79,10.45,,,,,1667,7177,,,,,35284
1274,104182102,,,Inactive,,,DRSC02310,,,,,,,,,5.43,4.77,,,,,4.91,11.47,,,,,6184,6421,,,,,250736
1275,104182103,,,Inactive,,,DRSC02311,,,,,,,,,2.42,14.45,,,,,1.88,47.6,,,,,7080,5758,,,,,2768911
1276,104182104,,,Inactive,,,DRSC02312,,,,,,,,,2.34,7.13,,,,,1.46,22.5,,,,,6568,6773,,,,,
1277,104182105,,,Inactive,,,DRSC02313,,,,,,,,,4.59,7.22,,,,,31.52,44.29,,,,,6630,6430,,,,,7354433
1278,104182106,,,Inactive,,,DRSC02314,,,,,,,,,3.61,1.89,,,,,20.33,9.62,,,,,5894,5834,,,,,33895
1279,104182107,,,Inactive,,,DRSC02315,,,,,,,,,6.27,2.81,,,,,32.86,15.59,,,,,5387,6447,,,,,33875
1280,104182108,,,Inactive,,,DRSC02316,,,,,,,,,5.61,2.93,,,,,52.83,22.17,,,,,6546,6494,,,,,33879
1281,104182109,,,Inactive,,,DRSC02317,,,,,,,,,10.34,5.59,,,,,71.9,72.45,,,,,6122,6583,,,,,
1282,104182110,,,Inactive,,,DRSC02318,,,,,,,,,3.09,2.35,,,,,1.83,20.22,,,,,6349,6646,,,,,5740323
1283,104182111,,,Inactive,,,DRSC02319,,,,,,,,,3.43,6.64,,,,,24.39,48.52,,,,,6324,6231,,,,,5740323
1284,104182112,,,Inactive,,,DRSC02320,,,,,,,,,3.65,1.19,,,,,22.7,4.35,,,,,6349,6287,,,,,5740323
1285,104182113,,,Inactive,,,DRSC02321,,,,,,,,,3.11,1.72,,,,,26.23,11.09,,,,,6231,6564,,,,,33869
1286,104182114,,,Inactive,,,DRSC02322,,,,,,,,,3.77,0.87,,,,,30.85,4.27,,,,,6157,6566,,,,,50424
1287,104182115,,,Inactive,,,DRSC02323,,,,,,,,,5.44,0.8,,,,,36.59,3.71,,,,,5936,6650,,,,,33868
1288,104182116,,,Inactive,,,DRSC02324,,,,,,,,,2.63,9.23,,,,,29.94,72.62,,,,,6276,5896,,,,,33831
1289,104182117,,,Inactive,,,DRSC02325,,,,,,,,,6.38,5.38,,,,,42.4,29.7,,,,,6241,6325,,,,,33857
1290,104182118,,,Inactive,,,DRSC02326,,,,,,,,,5.4,20.05,,,,,62.24,96.42,,,,,6002,4474,,,,,33853
1291,104182119,,,Inactive,,,DRSC02327,,,,,,,,,16.87,7.39,,,,,93.81,42.22,,,,,5289,6088,,,,,33851
1292,104182120,,,Inactive,,,DRSC02328,,,,,,,,,6.16,5.92,,,,,59.58,53.88,,,,,5857,5793,,,,,33842
1293,104182121,,,Inactive,,,DRSC02329,,,,,,,,,5.59,10.12,,,,,48.55,43.94,,,,,5978,6077,,,,,33828
1294,104182122,,,Inactive,,,DRSC02330,,,,,,,,,10.9,7.74,,,,,59.53,43.22,,,,,5429,5633,,,,,50423
1295,104182123,,,Inactive,,,DRSC02331,,,,,,,,,5.22,6.89,,,,,30.48,48.56,,,,,1399,2845,,,,,33826
1296,104182124,,,Inactive,,,DRSC02332,,,,,,,,,2.58,1.06,,,,,31.72,5.78,,,,,6321,6386,,,,,33820
1297,104182125,,,Inactive,,,DRSC02333,,,,,,,,,3.56,3.71,,,,,86.21,22.84,,,,,6097,6585,,,,,"33820,33819"
1298,104182126,,,Inactive,,,DRSC02334,,,,,,,,,2.12,3.41,,,,,27.97,30.2,,,,,6503,5799,,,,,33812
1299,104182127,,,Inactive,,,DRSC02335,,,,,,,,,1.58,3.09,,,,,7.93,24.25,,,,,6348,6435,,,,,33812
1300,104182128,,,Inactive,,,DRSC02336,,,,,,,,,1.06,0.73,,,,,10.67,10.71,,,,,6343,6286,,,,,33812
1301,104182129,,,Inactive,,,DRSC02337,,,,,,,,,4.15,5.62,,,,,20.61,23.64,,,,,6263,6372,,,,,33808
1302,104182130,,,Inactive,,,DRSC02338,,,,,,,,,0.64,3.4,,,,,9.76,31.72,,,,,6748,5978,,,,,33802
1303,104182131,,,Inactive,,,DRSC02339,,,,,,,,,2.4,2.2,,,,,15.34,13.04,,,,,6299,6508,,,,,33799
1304,104182132,,,Inactive,,,DRSC02340,,,,,,,,,11.25,2.15,,,,,58.88,17.83,,,,,4418,6620,,,,,33795
1305,104182134,,,Inactive,,,DRSC02342,,,,,,,,,3.31,4.26,,,,,58.34,32.18,,,,,6547,6311,,,,,33793
1306,104182135,,,Inactive,,,DRSC02343,,,,,,,,,5.55,4.3,,,,,60.35,37.19,,,,,6508,6813,,,,,33790
1307,104182136,,,Inactive,,,DRSC02344,,,,,,,,,4.52,7,,,,,39.84,44.09,,,,,5753,6812,,,,,33786
1308,104182137,,,Inactive,,,DRSC02345,,,,,,,,,2.54,3.07,,,,,34.4,41.44,,,,,6531,6459,,,,,33784
